SaleID,DateKey,BranchKey,EmployeeKey,ProductKey,Quantity,Revenue,Cost,TargetAmount
100085,20250820,110,7,207,4,3566,3209.4,8233
100086,20240311,105,27,203,5,7012,4698.04,2805
100087,20240629,102,20,207,1,6050,4537.5,3835
100088,20250321,109,16,204,4,957,756.03,4276
100089,20240616,109,28,202,1,3575,2216.5,1971
100090,20250421,108,9,206,2,3727,2646.17,4739
100091,20240506,108,21,202,5,5187,3942.12,1119
100092,20250420,105,18,206,3,6876,6050.88,2228
100093,20240525,106,24,210,2,1698,1137.66,2861
100094,20240805,101,29,205,1,1552,946.72,2490
100095,20251024,107,25,209,2,947,577.67,2232
100096,20251222,110,23,201,4,6945,4722.6,6343
100097,20251225,105,25,203,2,60,54,8524
100098,20250320,101,12,206,1,6699,5694.15,3719
100099,20240817,101,18,203,2,4622,3096.74,1120
100100,20250614,106,9,207,4,1702,1208.42,9152
100101,20241008,109,25,201,3,1042,802.34,6832
100102,20250326,102,25,209,5,7653,6505.05,8386
100103,20240802,107,28,206,5,751,518.19,6973
100104,20250118,104,17,206,4,7783,6926.87,4750
100105,20241027,108,16,207,1,2894,1765.34,5304
100106,20240125,103,29,203,4,196,133.28,4993
100107,20241113,101,22,209,4,5462,3604.92,3127
100108,20250527,103,30,209,4,1522,974.08,5580
100109,20240829,103,18,205,4,5601,3864.69,1778
100110,20250808,107,18,204,1,7580,6443,2026
100111,20250925,107,6,205,5,1622,1151.62,6152
100112,20240430,105,6,204,1,272,163.2,2874
100113,20241006,101,28,202,2,1284,1052.88,4523
100114,20250713,109,6,202,1,2518,1863.32,9731
100115,20250604,107,10,201,2,1780,1121.4,4213
100116,20240929,108,24,201,2,7531,5874.18,1635
100117,20250419,106,19,210,4,1761,1091.82,6603
100118,20251218,107,7,209,4,886,558.18,991
100119,20250610,102,15,202,4,6526,4698.72,2961
100120,20250217,106,30,203,3,5507,3744.76,8656
100121,20240419,102,29,205,5,4077,2690.82,899
100122,20240902,104,17,203,5,4695,3709.05,654
100123,20241023,102,15,208,2,3716,3307.24,4252
100124,20250813,103,17,207,3,728,465.92,2604
100125,20240513,102,9,205,5,5584,4523.04,6004
100126,20251108,108,19,205,2,4351,2915.17,2947
100127,20250904,110,12,204,1,2038,1345.08,2555
100128,20251214,106,7,209,5,5989,5210.43,5497
100129,20250829,102,17,202,5,1418,864.98,6232
100130,20250521,110,24,210,5,294,194.04,7422
100131,20251013,105,15,205,1,567,419.58,4937
100132,20250304,109,14,210,3,2447,1884.19,8273
100133,20241201,103,8,205,3,2719,2365.53,5802
100134,20251212,107,11,210,3,7821,5787.54,4176
100135,20250805,104,15,206,4,1526,1098.72,6582
100136,20241028,110,21,205,1,1462,1198.84,1293
100137,20240512,103,10,207,5,2300,1380,6043
100138,20250717,107,29,207,4,6510,4426.8,2551
100139,20240512,102,10,202,5,5252,3728.92,8857
100140,20240827,109,16,203,2,5988,4191.6,1288
100141,20240814,103,9,206,4,6942,4373.46,8074
100142,20251017,107,7,203,1,6868,5631.76,8660
100143,20251028,104,23,205,1,2373,1898.4,732
100144,20241021,108,6,201,1,7076,4528.64,9049
100145,20250401,109,30,201,3,5397,4479.51,7690
100146,20250909,101,25,205,4,4014,3291.48,4442
100147,20241018,110,10,201,2,283,186.78,2669
100148,20240628,104,11,202,5,2133,1514.43,7044
100149,20250323,108,23,203,2,5365,4238.35,3099
100150,20250812,107,9,209,2,7340,4404,4329
100151,20241124,107,7,206,5,7851,6987.39,1366
100152,20250514,103,23,203,4,7932,6980.16,9474
100153,20250802,102,6,202,3,398,254.72,1914
100154,20251121,104,25,206,4,7702,4698.22,6042
100155,20240630,106,11,206,1,3116,1963.08,4011
100156,20250511,101,7,207,1,364,247.52,6558
100157,20240321,105,18,208,5,3408,3033.12,8371
100158,20241203,104,18,202,3,80,62.4,5142
100159,20250106,101,11,202,1,4890,3471.9,3582
100160,20250618,107,15,210,2,7724,6179.2,2589
100161,20240111,103,23,203,2,7619,4647.59,4787
100162,20250427,101,30,203,1,720,475.2,8968
100163,20251210,102,11,209,3,6963,4874.1,6109
100164,20240417,102,17,207,2,2483,1837.42,2628
100165,20240102,104,15,204,5,6434,4439.46,3090
100166,20241022,106,6,205,2,7556,5818.12,9131
100167,20250424,104,19,207,5,4561,3876.85,6922
100168,20240624,101,25,209,1,3864,2782.08,2093
100169,20250328,103,12,202,4,1000,640,5511
100170,20250213,102,23,204,1,7086,4960.2,4073
100171,20250307,106,11,209,5,3878,3451.42,5624
100172,20240604,105,20,206,3,3033,1880.46,4538
100173,20240908,101,29,203,3,3158,2810.62,3306
100174,20241028,104,28,201,3,364,258.44,9824
100175,20250226,106,22,208,2,265,209.35,967
100176,20250726,101,6,210,1,7474,6577.12,5451
100177,20241002,109,19,210,5,5436,3479.04,8345
100178,20250914,103,15,209,1,3594,2156.4,8296
100179,20250108,102,13,202,2,214,179.76,4135
100180,20241210,109,27,206,1,5273,3743.83,4614
100181,20240621,109,7,206,5,1691,1234.43,4681
100182,20240826,110,17,208,3,4835,3722.95,2986
100183,20240729,102,19,206,5,56,50.4,5731
100184,20240617,102,18,206,5,7918,6255.22,3718
100185,20250601,105,11,202,5,5949,3985.83,6200
100186,20241015,102,7,204,3,4728,3498.72,6999
100187,20240505,104,12,201,2,3162,2687.7,6804
100188,20251218,103,17,203,4,4369,3888.41,5229
100189,20241229,109,12,201,5,5034,3423.12,5484
100190,20240807,104,25,207,4,4680,3790.8,7796
100191,20240110,109,6,204,1,7329,5643.33,1358
100192,20240922,104,20,204,4,6287,4652.38,6438
100193,20240917,106,30,202,5,2249,2024.1,3667
100194,20240709,110,18,203,5,7162,5085.02,2207
100195,20251018,106,29,206,4,6114,3974.1,3353
100196,20250426,106,6,205,5,7596,6000.84,2233
100197,20250128,104,6,206,2,5287,3383.68,8337
100198,20240504,103,21,201,5,4537,3629.6,8917
100199,20251025,105,26,205,4,1057,708.19,2779
100200,20240804,104,22,201,3,2828,1725.08,1370
100201,20241028,110,23,209,4,7685,6301.7,6014
100202,20250616,102,28,210,1,3194,2746.84,7361
100203,20241210,105,7,205,4,5208,4010.16,7885
100204,20240512,110,10,202,5,342,297.54,6683
100205,20250116,107,15,207,5,3733,2613.1,4980
100206,20250904,106,11,203,4,4801,3312.69,3580
100207,20240330,104,10,210,4,3181,2767.47,2388
100208,20240611,108,20,204,5,7855,6755.3,6954
100209,20250328,106,30,202,5,6197,3842.14,4494
100210,20250521,104,14,204,1,3811,3353.68,1523
100211,20241215,102,18,210,2,5743,4307.25,1368
100212,20240621,104,22,206,1,1768,1432.08,4182
100213,20250508,107,12,201,3,5029,4073.49,1784
100214,20251011,102,17,201,5,4210,2568.1,4988
100215,20240120,101,6,206,2,6440,5087.6,6099
100216,20251023,108,17,209,2,517,377.41,1382
100217,20240728,102,6,207,1,1381,1229.09,4133
100218,20240713,106,30,202,1,2898,2405.34,4116
100219,20240730,101,21,208,2,7431,4607.22,5574
100220,20240726,108,22,201,2,6113,4340.23,4460
100221,20240807,106,28,202,5,1027,801.06,4271
100222,20250323,108,26,203,4,2683,2334.21,1049
100223,20250731,103,20,201,5,3992,3113.76,1745
100224,20241217,107,23,204,2,6506,4684.32,9107
100225,20241002,102,22,209,2,3273,2291.1,3535
100226,20251123,106,10,205,4,5482,4878.98,6728
100227,20240614,105,21,201,3,3080,2248.4,7732
100228,20251009,107,20,208,5,1318,1173.02,9053
100229,20240627,104,9,204,5,5299,4504.15,4436
100230,20250703,108,9,201,1,7725,4944,6872
100231,20250108,103,21,203,1,3441,2649.57,3112
100232,20240716,102,25,207,1,6393,5497.98,7090
100233,20250410,106,29,201,4,7033,4571.45,888
100234,20250809,109,26,207,3,5811,3777.15,7961
100235,20240508,107,14,206,5,2541,2134.44,3853
100236,20251007,101,20,209,4,2963,1837.06,966
100237,20240229,109,10,202,2,355,276.9,6510
100238,20250410,102,16,203,5,3134,2538.54,6706
100239,20241017,109,9,202,2,7145,4858.6,3432
100240,20240615,108,14,209,3,5384,3822.64,1458
100241,20240119,105,13,205,1,5485,3839.5,4137
100242,20240710,110,21,202,2,5006,4104.92,2679
100243,20240224,108,11,210,4,821,706.06,1087
100244,20240927,102,22,207,4,3431,2401.7,7707
100245,20250905,105,22,210,4,5375,4622.5,8406
100246,20251015,109,7,210,5,5163,4491.81,8508
100247,20250524,104,8,205,4,200,180,2646
100248,20240507,110,18,209,4,3604,2739.04,1553
100249,20251227,101,23,206,4,5647,4799.95,3448
100250,20240729,104,10,202,2,4445,3956.05,7232
100251,20240619,105,18,207,5,1878,1577.52,5775
100252,20241030,105,24,206,2,1116,959.76,8164
100253,20251005,101,11,204,5,5407,4758.16,1856
100254,20241222,106,9,208,2,1528,1023.76,7979
100255,20240428,108,23,209,1,7592,5086.64,836
100256,20250805,104,10,210,3,7392,6431.04,6215
100257,20241227,109,23,207,5,3521,3133.69,2930
100258,20241117,108,8,207,1,2298,2022.24,4726
100259,20250523,109,18,204,2,6596,4683.16,3930
100260,20241104,101,14,201,4,429,386.1,5167
100261,20250720,104,10,202,3,4594,3904.9,3474
100262,20250727,106,11,207,4,920,570.4,3027
100263,20240208,103,8,210,5,1479,976.14,1521
100264,20240928,110,14,202,3,6255,4566.15,7560
100265,20251017,101,20,210,2,192,157.44,2236
100266,20250507,103,21,206,3,7140,5569.2,3823
100267,20241016,106,15,208,4,2887,1818.81,9146
100268,20250910,104,15,203,1,6026,5242.62,3529
100269,20240214,104,29,205,2,5942,4099.98,2176
100270,20251107,104,21,201,5,2671,1629.31,9561
100271,20250520,105,8,210,1,6470,4981.9,603
100272,20240803,104,27,209,3,5188,4565.44,8722
100273,20241216,102,16,207,2,1894,1401.56,2811
100274,20240928,103,18,207,3,3409,2284.03,6310
100275,20251101,107,23,209,4,1651,1040.13,2691
100276,20240514,108,17,203,2,7969,4861.09,4924
100277,20250912,110,26,204,1,1782,1300.86,3515
100278,20251004,101,27,202,1,620,415.4,6036
100279,20240805,105,22,201,3,7628,6102.4,9873
100280,20250323,108,8,206,5,7048,6131.76,5536
100281,20240201,109,16,207,2,3112,1929.44,6563
100282,20250314,110,20,203,2,5229,4549.23,2745
100283,20250731,105,13,203,5,86,57.62,9576
100284,20240922,102,18,201,5,1994,1655.02,5179
100285,20250605,101,20,205,3,4005,3163.95,3621
100286,20250417,110,11,208,4,1608,1238.16,6911
100287,20250316,106,14,206,2,6472,4271.52,2403
100288,20240330,103,18,201,2,4881,4197.66,548
100289,20250121,104,21,210,2,994,616.28,6262
100290,20240222,110,11,207,4,2061,1360.26,5831
100291,20240108,107,18,210,1,5753,3796.98,2509
100292,20240423,107,12,207,3,3831,3218.04,9172
100293,20240222,101,28,205,1,7767,6213.6,9948
100294,20240508,107,24,210,4,5750,4830,8650
100295,20240814,101,10,208,2,4750,3467.5,4849
100296,20240307,107,11,203,3,6299,4283.32,8080
100297,20251219,103,10,209,4,5127,3486.36,5077
100298,20250109,106,30,209,2,6997,4967.87,3322
100299,20250706,108,23,208,2,1566,1049.22,4526
100300,20250606,104,24,201,4,4340,3515.4,9782
100301,20250522,110,26,202,2,4967,3973.6,8510
100302,20240705,107,11,201,1,3111,1897.71,4235
100303,20240306,106,11,210,3,1556,1026.96,4612
100304,20240708,109,6,207,1,5089,4274.76,9515
100305,20240126,104,16,206,2,1826,1643.4,2065
100306,20251210,101,15,207,3,1490,1236.7,807
100307,20251129,103,29,201,1,7499,4499.4,6603
100308,20251011,101,21,202,1,305,247.05,9210
100309,20241124,102,20,209,4,1179,766.35,4153
100310,20240622,104,18,208,3,6354,4765.5,5842
100311,20250622,102,25,205,4,5083,4574.7,6042
100312,20251207,107,24,209,2,3724,2755.76,6258
100313,20250416,104,26,206,4,7887,6782.82,515
100314,20241227,102,6,206,4,3532,2437.08,1404
100315,20250725,107,14,201,4,2109,1687.2,8816
100316,20250713,104,16,201,3,7523,6770.7,5066
100317,20250513,103,13,210,1,7292,4885.64,2321
100318,20250906,105,27,208,2,126,75.6,3954
100319,20250514,104,28,202,1,6179,4201.72,7895
100320,20251206,110,21,207,4,2144,1500.8,5205
100321,20241210,107,7,204,3,2612,2220.2,3299
100322,20241231,103,9,208,2,2648,2171.36,6997
100323,20250603,104,14,207,3,5650,3672.5,4592
100324,20250514,105,14,201,2,5437,3805.9,8857
100325,20250217,110,27,204,2,747,522.9,1985
100326,20250525,103,6,203,3,4652,3535.52,5549
100327,20241011,106,11,207,4,5168,3307.52,4412
100328,20240628,103,10,205,5,7514,5560.36,5644
100329,20250923,107,16,205,2,2592,1788.48,743
100330,20240103,104,25,203,1,1107,974.16,6533
100331,20251020,107,19,209,2,2558,1713.86,5869
100332,20240928,103,17,206,3,4543,3816.12,4614
100333,20250519,102,14,203,3,1670,1386.1,9628
100334,20240124,105,16,206,4,474,346.02,1392
100335,20250405,107,7,210,3,3494,3144.6,2287
100336,20240401,102,10,202,2,518,419.58,7797
100337,20240106,107,11,207,3,116,82.36,1938
100338,20250527,108,25,202,3,7094,6313.66,9577
100339,20240523,108,9,207,5,3919,2743.3,3115
100340,20251109,102,8,210,2,2960,2634.4,6426
100341,20240425,107,14,205,4,1528,1222.4,3088
100342,20240708,104,17,209,4,199,143.28,9595
100343,20240820,107,28,210,4,1909,1221.76,7692
100344,20240218,103,18,209,3,5902,4780.62,1550
100345,20250523,105,30,205,1,4539,3858.15,4842
100346,20241025,107,23,209,4,3435,3057.15,8978
100347,20240912,105,9,203,5,3057,2231.61,4797
100348,20240719,110,15,205,4,2880,1929.6,5223
100349,20250421,102,7,201,1,7676,4605.6,8195
100350,20241013,105,14,204,5,4473,3041.64,5818
100351,20250825,109,10,203,2,3905,2811.6,5798
100352,20240905,106,28,207,1,3003,2522.52,6864
100353,20240219,104,15,208,1,1786,1089.46,9339
100354,20250124,110,12,209,2,5021,4518.9,8473
100355,20240908,101,21,206,4,2289,1373.4,7416
100356,20241021,107,9,203,3,2297,1561.96,7545
100357,20250514,109,10,201,1,4141,3064.34,3031
100358,20250412,107,11,207,4,2035,1343.1,7035
100359,20251215,101,23,202,4,7360,4563.2,952
100360,20250116,103,6,201,2,5836,3968.48,7410
100361,20240817,106,7,206,3,1798,1312.54,5068
100362,20240510,110,6,205,4,2890,2572.1,2356
100363,20250806,106,15,210,3,7116,4411.92,982
100364,20251104,106,26,207,5,4603,3452.25,2809
100365,20240503,106,21,207,4,7306,6575.4,6390
100366,20251002,109,17,204,5,2983,2177.59,1466
100367,20240306,101,13,208,3,1846,1458.34,7810
100368,20240813,103,20,207,1,3177,2287.44,8944
100369,20250401,108,24,204,5,387,259.29,1394
100370,20240109,107,6,210,3,2346,1571.82,9866
100371,20241030,102,6,208,4,2079,1330.56,1726
100372,20251215,105,28,209,4,4395,2944.65,7196
100373,20250112,109,14,202,1,7196,4821.32,6080
100374,20250406,102,27,207,2,3589,2835.31,2280
100375,20240919,106,7,210,2,1329,850.56,2726
100376,20240305,106,12,209,4,2097,1866.33,5814
100377,20250227,102,11,207,4,2672,2324.64,7746
100378,20240128,110,7,204,3,4309,3533.38,5965
100379,20240825,110,22,204,3,1302,807.24,5121
100380,20240602,105,17,208,4,336,238.56,4741
100381,20240120,109,13,207,4,7904,6007.04,4808
100382,20241228,102,12,203,4,2589,1786.41,5900
100383,20240711,110,19,205,1,7740,5805,2318
100384,20241226,108,11,205,5,5178,3262.14,6642
100385,20241027,109,30,201,1,7642,5884.34,8929
100386,20251012,109,18,209,4,3482,2924.88,1885
100387,20250309,104,17,201,1,4357,3049.9,6768
100388,20240818,108,23,204,1,4311,3405.69,7649
100389,20250622,106,15,209,2,4527,3033.09,3569
100390,20250726,104,6,206,1,5236,4293.52,8477
100391,20250602,103,23,205,5,1563,1094.1,7991
100392,20251107,105,23,203,5,1606,1108.14,8713
100393,20240207,101,17,205,4,3578,3077.08,6745
100394,20240107,105,15,205,3,5394,3290.34,6240
100395,20250607,108,17,201,5,7716,5246.88,9539
100396,20251108,104,18,208,2,3537,2405.16,4526
100397,20240206,105,18,205,2,3845,3152.9,7180
100398,20250618,103,30,203,3,2051,1845.9,7496
100399,20251207,101,13,210,1,4302,2667.24,3312
100400,20240402,104,6,201,1,933,615.78,3169
100401,20251216,104,21,209,1,842,715.7,2665
100402,20251002,102,20,203,4,7573,5452.56,3831
100403,20240416,109,13,206,1,1480,902.8,9018
100404,20240217,108,20,205,3,5769,3461.4,1717
100405,20240330,103,16,210,2,6301,5670.9,8793
100406,20240821,105,24,204,2,4069,3540.03,3095
100407,20251226,103,18,205,1,1795,1489.85,8613
100408,20250810,104,21,208,2,3008,2195.84,3212
100409,20250120,110,24,209,5,7395,5028.6,7367
100410,20250721,107,12,207,3,2339,1941.37,1634
100411,20240705,110,24,203,3,2259,1897.56,9818
100412,20250304,108,18,206,3,4345,3867.05,2281
100413,20250523,102,7,208,2,5371,3652.28,2552
100414,20240213,102,25,209,3,3136,2101.12,1831
100415,20240626,110,20,210,3,3699,2996.19,8132
100416,20241114,101,25,204,5,3751,2250.6,2217
100417,20240901,106,30,208,3,3592,2801.76,6129
100418,20241119,101,24,205,5,6115,4341.65,3945
100419,20240323,102,27,203,2,2965,2401.65,4258
100420,20240510,106,6,204,1,7790,6154.1,9350
100421,20240918,105,11,202,1,7815,6877.2,2736
100422,20240113,110,23,206,3,6049,3810.87,2585
100423,20241213,105,28,207,5,6149,4304.3,5171
100424,20250120,101,21,207,2,1580,1343,2022
100425,20251120,109,9,207,4,4529,4076.1,9062
100426,20240130,104,27,208,1,5309,4353.38,6068
100427,20240826,105,9,209,1,5814,4186.08,8152
100428,20240903,103,26,202,5,4755,3566.25,5851
100429,20250323,110,22,202,5,1161,905.58,1147
100430,20240705,102,10,202,3,6692,4751.32,5799
100431,20250523,109,19,206,3,5089,3104.29,3303
100432,20240703,104,6,205,4,6633,4377.78,9528
100433,20240408,109,18,206,2,6375,4143.75,549
100434,20250515,101,24,206,2,3302,2311.4,5385
100435,20250910,104,29,206,3,2330,1537.8,9513
100436,20240731,104,13,201,3,2752,1981.44,5002
100437,20250328,108,9,202,1,2478,1883.28,7892
100438,20250503,105,9,206,1,2415,1835.4,4766
100439,20240529,102,26,209,4,341,248.93,2908
100440,20250226,110,11,209,4,1061,774.53,9158
100441,20251201,106,25,204,3,4828,4055.52,1595
100442,20240818,101,11,202,3,2938,1792.18,5642
100443,20250530,109,12,206,3,4722,4155.36,8547
100444,20241120,110,18,209,5,5700,3591,7640
100445,20241210,104,15,209,4,3087,1913.94,7446
100446,20250709,107,6,204,1,3560,2812.4,1064
100447,20250215,106,28,205,5,1334,1067.2,4598
100448,20240128,102,28,207,5,7569,5601.06,1973
100449,20240518,104,12,206,2,447,344.19,1520
100450,20240130,101,10,205,3,2475,1534.5,5621
100451,20250929,109,21,202,3,1902,1464.54,9096
100452,20240704,108,11,206,5,2434,1582.1,8825
100453,20240528,109,22,202,1,6592,4812.16,4018
100454,20240103,104,28,204,5,1585,1188.75,3246
100455,20251105,108,18,204,2,5328,3996,6825
100456,20240204,106,29,208,2,2769,1799.85,7863
100457,20251225,110,28,204,2,886,682.22,6286
100458,20251209,102,11,203,1,1222,1087.58,714
100459,20240604,103,20,206,4,1133,985.71,4507
100460,20251106,108,29,207,5,3182,2418.32,8101
100461,20240207,101,27,202,4,2184,1419.6,2265
100462,20250928,108,6,202,2,1809,1411.02,8065
100463,20240818,110,29,205,3,1074,794.76,7588
100464,20241023,105,10,201,3,7793,6078.54,4190
100465,20241207,110,8,201,1,6105,4029.3,7349
100466,20241228,110,13,203,3,3620,2208.2,2045
100467,20241003,105,26,202,3,6994,4965.74,7438
100468,20240925,104,27,202,1,5827,3671.01,9113
100469,20240519,101,23,205,3,1450,870,4903
100470,20240126,106,29,207,5,2285,2033.65,2842
100471,20240122,103,23,203,5,1291,1084.44,5337
100472,20250117,106,13,203,3,6199,5393.13,9749
100473,20250909,106,15,205,3,5056,3387.52,9668
100474,20250827,102,6,210,2,3772,2527.24,8189
100475,20240627,110,13,210,1,3963,2615.58,8053
100476,20240608,105,21,205,2,532,409.64,2253
100477,20250613,108,24,205,4,4421,3094.7,4392
100478,20250826,108,26,208,3,511,357.7,6238
100479,20241008,109,20,206,1,2952,1889.28,1151
100480,20250314,105,15,208,5,1874,1161.88,6609
100481,20240519,107,20,206,1,4709,3343.39,1846
100482,20250125,102,11,203,3,6033,4162.77,2970
100483,20250119,109,26,204,3,7685,6839.65,1480
100484,20250427,105,28,206,2,6839,4924.08,5088
100485,20251209,101,6,203,2,4038,2745.84,1565
100486,20240212,103,26,210,3,6919,4635.73,5441
100487,20241214,104,26,210,1,3211,1926.6,4818
100488,20250702,108,12,208,1,3928,2396.08,6134
100489,20240414,101,11,202,2,1471,1220.93,6019
100490,20240322,110,9,202,3,4604,2992.6,9167
100491,20250211,104,24,201,1,7336,4841.76,6415
100492,20240611,107,10,208,3,428,291.04,8400
100493,20240731,108,28,209,1,1478,1064.16,9245
100494,20250611,101,27,209,5,461,359.58,7846
100495,20250123,102,16,208,2,6967,5294.92,4744
100496,20250110,103,19,205,4,2493,1520.73,5924
100497,20251225,105,25,209,3,390,343.2,5383
100498,20251109,103,29,207,3,6411,4808.25,4196
100499,20251031,103,7,210,5,739,613.37,7690
100500,20240925,106,28,203,5,4220,2532,4059
100501,20241108,102,16,204,4,5364,3218.4,1940
100502,20250718,110,27,203,4,5735,4817.4,9316
100503,20240427,107,28,204,4,4421,3448.38,7903
100504,20240624,110,25,201,4,6349,4380.81,6603
100505,20250628,109,23,201,1,2064,1857.6,3422
100506,20250507,106,8,203,3,5059,3288.35,5723
100507,20250811,110,12,206,2,6289,4528.08,3331
100508,20240601,108,29,210,1,2695,1778.7,9609
100509,20240823,110,26,210,3,975,770.25,7851
100510,20241209,107,28,206,1,6851,4316.13,1833
100511,20240201,102,17,204,2,1068,939.84,1150
100512,20250725,101,19,209,2,4750,2850,2638
100513,20250521,103,20,203,3,5333,4639.71,3336
100514,20251210,103,16,208,2,6967,6130.96,6426
100515,20250530,106,6,210,2,4638,4081.44,5745
100516,20250227,108,7,206,1,3489,2546.97,5429
100517,20250814,102,8,208,2,3709,2447.94,7789
100518,20250723,103,10,208,5,5491,4722.26,6385
100519,20240430,106,21,206,3,3822,2751.84,9209
100520,20250711,110,28,206,5,7838,6975.82,5536
100521,20241027,102,20,205,3,5694,4726.02,6194
100522,20250608,104,20,204,4,4059,2922.48,6796
100523,20250605,109,27,201,1,6936,5479.44,1049
100524,20240124,101,28,204,2,806,709.28,6542
100525,20241205,108,19,209,4,5076,4263.84,5197
100526,20250723,108,24,202,4,7149,6076.65,3958
100527,20250811,104,25,202,2,5661,3792.87,2873
100528,20250920,103,21,206,3,7552,4606.72,7258
100529,20240211,109,7,204,5,6731,4173.22,2107
100530,20251016,104,17,202,2,5406,4378.86,2155
100531,20250825,110,24,210,4,7600,6080,5141
100532,20250805,101,24,209,5,1337,855.68,9945
100533,20250326,103,18,206,4,7099,4259.4,1478
100534,20250218,103,9,209,4,6324,4932.72,3598
100535,20241110,101,9,209,4,7990,6312.1,8635
100536,20250615,106,13,204,3,129,82.56,1853
100537,20250211,102,9,206,4,6514,4234.1,594
100538,20250621,109,14,207,3,5823,4483.71,7919
100539,20251009,108,17,208,4,7521,4663.02,6458
100540,20250406,104,6,203,4,3475,2919,4765
100541,20240704,101,22,201,5,7850,6751,7953
